"Sanctioned Budget Additionality, Saving and Revised (full FY) with Expenditure FROM [ 01/04/2018 ] TO [ 31/03/2022 ]"
As Per Selected Query Demand and HOA Wise Summary [in Rupees]
DmdCd,HOA,"Sanction Budget
(April)",Addition,Saving,"Revised Budget
(A)","Expenditure
(within selected period) (B)","Balance
(A-B)"
,07-2070-00-107-01-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,1000.00,0.00,0.00,1000.00,0.00,1000.00
,07-2070-00-107-02-S00N-01-N-V-SALARIES,80751000.00,0.00,5000000.00,75751000.00,72191393.00,3559607.00
,07-2070-00-107-02-S00N-02-N-V-WAGES,291195000.00,0.00,50000000.00,241195000.00,219044196.00,22150804.00
,07-2070-00-107-02-S00N-03-N-V-TRAVEL EXPENSES,259000.00,0.00,50000.00,209000.00,117257.00,91743.00
,07-2070-00-107-02-S00N-05-N-V-OFFICE EXPENSES,3281000.00,0.00,0.00,3281000.00,3272929.00,8071.00
,07-2070-00-107-02-S00N-06-N-V-MEDICAL REIMBURSEMENT,1300000.00,0.00,350000.00,950000.00,754193.00,195807.00
,"07-2070-00-107-02-S00N-07-N-V-RENT, RATES & TAXES",1914000.00,0.00,0.00,1914000.00,1911634.00,2366.00
,07-2070-00-107-02-S00N-09-N-V-ADVERTISING & PUBLICITY,1000.00,0.00,1000.00,0.00,0.00,0.00
,07-2070-00-107-02-S00N-15-N-V-TRAINING,30000.00,0.00,0.00,30000.00,0.00,30000.00
,07-2070-00-107-02-S00N-20-N-V-OTHER CHARGES,116000.00,0.00,0.00,116000.00,80064.00,35936.00
,07-2070-00-107-02-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,07-2070-00-107-02-S00N-29-N-V-COMPENSATIONS,0.00,60454.00,16400.00,44054.00,44054.00,0.00
,07-2070-00-107-02-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),2309000.00,0.00,400000.00,1909000.00,1821296.00,87704.00
,07-2070-00-107-02-S00N-33-N-V-MATERIAL AND SUPPLY,7364000.00,0.00,0.00,7364000.00,7357714.00,6286.00
,07-2070-00-107-02-S00N-64-N-V-TRANSFER EXPENSES,21000.00,0.00,0.00,21000.00,15014.00,5986.00
,07-2070-00-107-03-S00N-01-N-V-SALARIES,11016000.00,0.00,1000000.00,10016000.00,9284839.00,731161.00
,07-2070-00-107-03-S00N-02-N-V-WAGES,24703000.00,0.00,1500000.00,23203000.00,17236564.00,5966436.00
,07-2070-00-107-03-S00N-03-N-V-TRAVEL EXPENSES,32000.00,0.00,0.00,32000.00,29595.00,2405.00
,07-2070-00-107-03-S00N-05-N-V-OFFICE EXPENSES,268000.00,0.00,0.00,268000.00,267742.00,258.00
,07-2070-00-107-03-S00N-06-N-V-MEDICAL REIMBURSEMENT,154000.00,0.00,70000.00,84000.00,83696.00,304.00
,"07-2070-00-107-03-S00N-07-N-V-RENT, RATES & TAXES",1000.00,0.00,1000.00,0.00,0.00,0.00
,07-2070-00-107-03-S00N-15-N-V-TRAINING,1000.00,0.00,1000.00,0.00,0.00,0.00
,07-2070-00-107-03-S00N-20-N-V-OTHER CHARGES,1000.00,0.00,1000.00,0.00,0.00,0.00
,07-2070-00-107-03-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,07-2070-00-107-03-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),281000.00,0.00,70000.00,211000.00,209529.00,1471.00
,07-2070-00-107-03-S00N-33-N-V-MATERIAL AND SUPPLY,1026000.00,0.00,596000.00,430000.00,429840.00,160.00
,07-2070-00-107-03-S00N-64-N-V-TRANSFER EXPENSES,7000.00,0.00,0.00,7000.00,0.00,7000.00
,07-2070-00-108-01-S00N-01-N-V-SALARIES,7049000.00,0.00,0.00,7049000.00,6761815.00,287185.00
,07-2070-00-108-01-S00N-02-N-V-WAGES,129000.00,0.00,116160.00,12840.00,12840.00,0.00
,07-2070-00-108-01-S00N-03-N-V-TRAVEL EXPENSES,33000.00,35000.00,0.00,68000.00,67485.00,515.00
,07-2070-00-108-01-S00N-05-N-V-OFFICE EXPENSES,573000.00,0.00,0.00,573000.00,572851.00,149.00
,07-2070-00-108-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,268000.00,0.00,0.00,268000.00,110372.00,157628.00
,"07-2070-00-108-01-S00N-07-N-V-RENT, RATES & TAXES",75000.00,7000.00,88.00,81912.00,81912.00,0.00
,07-2070-00-108-01-S00N-09-N-V-ADVERTISING & PUBLICITY,217000.00,0.00,0.00,217000.00,76629.00,140371.00
,07-2070-00-108-01-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,6000.00,0.00,0.00,6000.00,3298.00,2702.00
,07-2070-00-108-01-S00N-15-N-V-TRAINING,1000.00,0.00,0.00,1000.00,0.00,1000.00
,07-2070-00-108-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,0.00,1000.00,0.00,1000.00
,07-2070-00-108-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),400000.00,0.00,0.00,400000.00,236022.00,163978.00
,07-2070-00-108-01-S00N-33-N-V-MATERIAL AND SUPPLY,71000.00,0.00,0.00,71000.00,37912.00,33088.00
,07-2070-00-108-01-S00N-64-N-V-TRANSFER EXPENSES,2000.00,0.00,0.00,2000.00,0.00,2000.00
,07-2070-00-108-02-S00N-01-N-V-SALARIES,256609000.00,0.00,0.00,256609000.00,229156224.00,27452776.00
,07-2070-00-108-02-S00N-02-N-V-WAGES,136202000.00,0.00,0.00,136202000.00,135178217.00,1023783.00
,07-2070-00-108-02-S00N-03-N-V-TRAVEL EXPENSES,1360000.00,0.00,455000.00,905000.00,784443.00,120557.00
,07-2070-00-108-02-S00N-05-N-V-OFFICE EXPENSES,5500000.00,0.00,1636000.00,3864000.00,3837452.00,26548.00
,07-2070-00-108-02-S00N-06-N-V-MEDICAL REIMBURSEMENT,3671000.00,0.00,1859000.00,1812000.00,1886214.00,-74214.00
,"07-2070-00-108-02-S00N-07-N-V-RENT, RATES & TAXES",2643000.00,719000.00,0.00,3362000.00,3360448.00,1552.00
,07-2070-00-108-02-S00N-09-N-V-ADVERTISING & PUBLICITY,1000.00,0.00,0.00,1000.00,0.00,1000.00
,07-2070-00-108-02-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,4000.00,0.00,0.00,4000.00,4000.00,0.00
,07-2070-00-108-02-S00N-15-N-V-TRAINING,159000.00,0.00,0.00,159000.00,0.00,159000.00
,07-2070-00-108-02-S00N-20-N-V-OTHER CHARGES,1000.00,22647.00,0.00,23647.00,23647.00,0.00
,07-2070-00-108-02-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,44200000.00,0.00,44201000.00,44200000.00,1000.00
,07-2070-00-108-02-S00N-29-N-V-COMPENSATIONS,0.00,125228.00,0.00,125228.00,125228.00,0.00
,07-2070-00-108-02-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),7711000.00,5000000.00,0.00,12711000.00,12705098.00,5902.00
,07-2070-00-108-02-S00N-31-P-V-MACHINERY & EQUIPMENT,50000000.00,0.00,0.00,50000000.00,50000000.00,0.00
,07-2070-00-108-02-S00N-33-N-V-MATERIAL AND SUPPLY,2182000.00,0.00,0.00,2182000.00,2175543.00,6457.00
,07-2070-00-108-02-S00N-64-N-V-TRANSFER EXPENSES,35000.00,0.00,0.00,35000.00,25140.00,9860.00
,07-2216-06-053-01-S00N-21-N-V-MAINTENANCE,22656000.00,4896000.00,4896000.00,22656000.00,22654892.00,1108.00
,07-2216-06-053-02-S00N-21-N-V-MAINTENANCE,1000.00,488000.00,0.00,489000.00,487800.00,1200.00
,07-2216-07-053-01-S00N-21-N-V-MAINTENANCE,196000.00,0.00,0.00,196000.00,195500.00,500.00
,07-2250-00-800-02-S00N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),1000.00,0.00,1000.00,0.00,0.00,0.00
,07-4055-00-207-02-S00N-37-P-V-MAJOR WORKS,24400000.00,0.00,0.00,24400000.00,24400000.00,0.00
,07-4055-00-207-03-S00N-31-N-V-MACHINERY & EQUIPMENT,0.00,53330000.00,421880.00,52908120.00,52908095.00,25.00
,07-4055-00-211-03-C90N-31-N-V-MACHINERY & EQUIPMENT,20300000.00,136618000.00,0.00,156918000.00,156909457.00,8543.00
,07-4055-00-211-03-C90N-37-P-V-MAJOR WORKS,47400000.00,0.00,0.00,47400000.00,47400000.00,0.00
,07-4055-00-211-03-S00N-37-N-V-MAJOR WORKS,315900000.00,481000.00,0.00,316381000.00,316381000.00,0.00
,07-4055-00-211-03-S10N-31-N-V-MACHINERY & EQUIPMENT,2200000.00,15180000.00,0.00,17380000.00,17379051.00,949.00
,07-4055-00-211-03-S10N-37-P-V-MAJOR WORKS,5300000.00,0.00,0.00,5300000.00,5300000.00,0.00
,07-4055-00-211-05-S00N-31-N-V-MACHINERY & EQUIPMENT,25000000.00,0.00,0.00,25000000.00,24999937.00,63.00
,07-4055-00-211-05-S00N-37-P-V-MAJOR WORKS,40000000.00,0.00,20237600.00,19762400.00,19762399.00,1.00
,07-4059-01-051-23-S00N-37-P-V-MAJOR WORKS,80000000.00,0.00,0.00,80000000.00,80000000.00,0.00
,07-4070-00-800-01-S00N-37-P-V-MAJOR WORKS,45000000.00,0.00,0.00,45000000.00,45000000.00,0.00
,07-4070-00-800-02-S00N-37-P-V-MAJOR WORKS,49900000.00,0.00,0.00,49900000.00,49900000.00,0.00
,07-4216-01-106-18-S00N-37-P-V-MAJOR WORKS,20000000.00,20237600.00,0.00,40237600.00,40237600.00,0.00
08-EDUCATION,Total,71788332000.00,2501934021.00,8185769636.00,66104496385.00,62625575556.00,3478920829.00
,08-2059-01-053-70-S00N-21-N-V-MAINTENANCE,149835000.00,0.00,89000.00,149746000.00,143704890.00,6041110.00
,08-2059-01-053-72-S00N-21-N-V-MAINTENANCE,7770000.00,0.00,0.00,7770000.00,7770000.00,0.00
,08-2202-01-001-01-S00N-01-N-V-SALARIES,168919000.00,0.00,38934000.00,129985000.00,129984622.00,378.00
,08-2202-01-001-01-S00N-03-N-V-TRAVEL EXPENSES,742000.00,0.00,409000.00,333000.00,332431.00,569.00
,08-2202-01-001-01-S00N-05-N-V-OFFICE EXPENSES,50000000.00,0.00,12658000.00,37342000.00,3615060.00,33726940.00
,08-2202-01-001-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,2599000.00,1000000.00,0.00,3599000.00,3598879.00,121.00
,"08-2202-01-001-01-S00N-07-N-V-RENT, RATES & TAXES",240000.00,0.00,0.00,240000.00,240000.00,0.00
,08-2202-01-001-01-S00N-09-N-V-ADVERTISING & PUBLICITY,1000.00,0.00,1000.00,0.00,0.00,0.00
,08-2202-01-001-01-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,96000.00,0.00,0.00,96000.00,83636.00,12364.00
,08-2202-01-001-01-S00N-15-N-V-TRAINING,12000.00,0.00,12000.00,0.00,0.00,0.00
,08-2202-01-001-01-S00N-20-N-V-OTHER CHARGES,35000000.00,0.00,33780000.00,1220000.00,1220000.00,0.00
,08-2202-01-001-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,08-2202-01-001-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),1454000.00,0.00,376000.00,1078000.00,1048230.00,29770.00
,08-2202-01-001-01-S00N-33-N-V-MATERIAL AND SUPPLY,1000.00,0.00,1000.00,0.00,0.00,0.00
,08-2202-01-001-01-S00N-64-N-V-TRANSFER EXPENSES,23000.00,0.00,12000.00,11000.00,10602.00,398.00
,08-2202-01-001-01-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,3161000.00,450000.00,0.00,3611000.00,3546730.00,64270.00
,08-2202-01-101-01-S00N-01-N-V-SALARIES,17079165000.00,0.00,3741053000.00,13338112000.00,13322703031.00,15408969.00
,08-2202-01-101-01-S00N-02-N-V-WAGES,346744000.00,0.00,94482000.00,252262000.00,252261766.00,234.00
,08-2202-01-101-01-S00N-03-N-V-TRAVEL EXPENSES,11872000.00,0.00,11254000.00,618000.00,607847.00,10153.00
,08-2202-01-101-01-S00N-05-N-V-OFFICE EXPENSES,18503000.00,0.00,6508000.00,11995000.00,11977668.00,17332.00
,08-2202-01-101-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,73500000.00,0.00,11692000.00,61808000.00,60440941.00,1367059.00
,"08-2202-01-101-01-S00N-07-N-V-RENT, RATES & TAXES",396000.00,0.00,0.00,396000.00,395566.00,434.00
,08-2202-01-101-01-S00N-20-N-V-OTHER CHARGES,28500000.00,0.00,2303000.00,26197000.00,26098893.00,98107.00
,08-2202-01-101-01-S00N-33-N-V-MATERIAL AND SUPPLY,40583000.00,0.00,30000.00,40553000.00,40552820.00,180.00
,"08-2202-01-101-01-S00N-40-N-V-SCHOLARSHIPS,STIPENDS&CONCESS.",13780000.00,0.00,6394000.00,7386000.00,6300000.00,1086000.00
,08-2202-01-101-01-S00N-64-N-V-TRANSFER EXPENSES,101000.00,0.00,74000.00,27000.00,25423.00,1577.00
,08-2202-01-101-03-S00N-01-N-V-SALARIES,13950776000.00,0.00,1801527000.00,12149249000.00,12107921676.00,41327324.00
,08-2202-01-101-03-S00N-02-N-V-WAGES,21236000.00,0.00,12305000.00,8931000.00,8931199.00,-199.00
,08-2202-01-101-03-S00N-03-N-V-TRAVEL EXPENSES,16966000.00,0.00,15715000.00,1251000.00,1218162.00,32838.00
,08-2202-01-101-03-S00N-05-N-V-OFFICE EXPENSES,10673000.00,0.00,4996000.00,5677000.00,5615291.00,61709.00
,08-2202-01-101-03-S00N-06-N-V-MEDICAL REIMBURSEMENT,65000000.00,0.00,15060000.00,49940000.00,49238661.00,701339.00
,"08-2202-01-101-03-S00N-07-N-V-RENT, RATES & TAXES",164000.00,0.00,152623.00,11377.00,11377.00,0.00
,08-2202-01-101-03-S00N-20-N-V-OTHER CHARGES,30000000.00,0.00,17725000.00,12275000.00,12274739.00,261.00
,08-2202-01-101-03-S00N-33-N-V-MATERIAL AND SUPPLY,91209000.00,0.00,17000.00,91192000.00,91191791.00,209.00
,"08-2202-01-101-03-S00N-40-N-V-SCHOLARSHIPS,STIPENDS&CONCESS.",31800000.00,0.00,16921000.00,14879000.00,13665650.00,1213350.00
,08-2202-01-101-03-S00N-64-N-V-TRANSFER EXPENSES,215000.00,0.00,180000.00,35000.00,26323.00,8677.00
,08-2202-01-101-11-S00N-99-P-V-HONORARIUM,7000000.00,0.00,4722000.00,2278000.00,2265450.00,12550.00
,08-2202-01-101-12-S00N-20-N-V-OTHER CHARGES,76000000.00,0.00,0.00,76000000.00,69889900.00,6110100.00
,08-2202-01-101-12-S00N-33-P-V-MATERIAL AND SUPPLY,147000000.00,0.00,36100000.00,110900000.00,110810304.00,89696.00
,08-2202-01-101-14-S00N-20-N-V-OTHER CHARGES,150000.00,0.00,150000.00,0.00,0.00,0.00
,08-2202-01-101-14-S00N-33-N-V-MATERIAL AND SUPPLY,21850000.00,0.00,21850000.00,0.00,0.00,0.00
,08-2202-01-101-15-S00N-33-N-V-MATERIAL AND SUPPLY,98700000.00,0.00,0.00,98700000.00,98700000.00,0.00
,08-2202-01-101-16-S00N-20-N-V-OTHER CHARGES,100000.00,0.00,100000.00,0.00,0.00,0.00
,08-2202-01-102-01-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),1000.00,0.00,1000.00,0.00,0.00,0.00
,08-2202-01-102-02-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),1000.00,0.00,1000.00,0.00,0.00,0.00
,08-2202-01-102-03-S00N-20-P-V-OTHER CHARGES,6100000.00,0.00,4719000.00,1381000.00,1380900.00,100.00
,08-2202-01-104-01-S00N-01-N-V-SALARIES,200887000.00,0.00,39571000.00,161316000.00,161101530.00,214470.00
,08-2202-01-104-01-S00N-02-N-V-WAGES,1049000.00,200000.00,134000.00,1115000.00,1068450.00,46550.00
,08-2202-01-104-01-S00N-03-N-V-TRAVEL EXPENSES,487000.00,0.00,343000.00,144000.00,139448.00,4552.00
,08-2202-01-104-01-S00N-05-N-V-OFFICE EXPENSES,5690000.00,0.00,2169000.00,3521000.00,3082814.00,438186.00
,08-2202-01-104-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,2778000.00,0.00,1226000.00,1552000.00,1492035.00,59965.00
,"08-2202-01-104-01-S00N-07-N-V-RENT, RATES & TAXES",2000.00,0.00,0.00,2000.00,1688.00,312.00
,08-2202-01-104-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,1000.00,0.00,0.00,0.00
,08-2202-01-104-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),2041000.00,850000.00,5000.00,2886000.00,2820351.00,65649.00
,08-2202-01-104-01-S00N-64-N-V-TRANSFER EXPENSES,14000.00,0.00,4000.00,10000.00,9921.00,79.00
,08-2202-01-104-01-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,3525000.00,200000.00,0.00,3725000.00,3705739.00,19261.00
,08-2202-01-104-02-S00N-01-N-V-SALARIES,669316000.00,0.00,118899000.00,550417000.00,548992489.00,1424511.00
,08-2202-01-104-02-S00N-02-N-V-WAGES,1526000.00,0.00,819790.00,706210.00,706210.00,0.00
,08-2202-01-104-02-S00N-03-N-V-TRAVEL EXPENSES,2616000.00,0.00,1591000.00,1025000.00,1019313.00,5687.00
,08-2202-01-104-02-S00N-05-N-V-OFFICE EXPENSES,8206000.00,0.00,1433000.00,6773000.00,6716565.00,56435.00
,08-2202-01-104-02-S00N-06-N-V-MEDICAL REIMBURSEMENT,5767000.00,1600000.00,34000.00,7333000.00,7125304.00,207696.00
,"08-2202-01-104-02-S00N-07-N-V-RENT, RATES & TAXES",580000.00,0.00,0.00,580000.00,579529.00,471.00
,08-2202-01-104-02-S00N-64-N-V-TRANSFER EXPENSES,45000.00,0.00,38227.00,6773.00,15946.00,-9173.00
,08-2202-01-104-02-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,16365000.00,2600000.00,0.00,18965000.00,18845568.00,119432.00
,08-2202-01-107-04-S00N-01-P-V-SALARIES,244962000.00,0.00,48778000.00,196184000.00,195927487.00,256513.00
,08-2202-01-107-04-S00N-02-P-V-WAGES,11000.00,0.00,11000.00,0.00,0.00,0.00
,08-2202-01-107-04-S00N-03-P-V-TRAVEL EXPENSES,150000.00,0.00,114000.00,36000.00,31883.00,4117.00
,08-2202-01-107-04-S00N-05-P-V-OFFICE EXPENSES,315000.00,0.00,0.00,315000.00,299866.00,15134.00
,08-2202-01-107-04-S00N-06-P-V-MEDICAL REIMBURSEMENT,945000.00,0.00,16000.00,929000.00,866933.00,62067.00
,"08-2202-01-109-03-S00N-40-N-V-SCHOLARSHIPS,STIPENDS&CONCESS.",20000000.00,0.00,13000000.00,7000000.00,7000000.00,0.00
,08-2202-01-111-04-C90N-41-P-V-GRANTS-IN-AID GENERAL (Salary),2604100000.00,42056000.00,525031000.00,2121125000.00,2121123850.00,1150.00
,08-2202-01-111-04-S10N-41-P-V-GRANTS-IN-AID GENERAL (Salary),289000000.00,4672000.00,57990000.00,235682000.00,235682000.00,0.00
,08-2202-01-113-01-C90N-41-N-V-GRANTS-IN-AID GENERAL (Salary),100000.00,67997000.00,100000.00,67997000.00,67997000.00,0.00
,08-2202-01-113-01-C90N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),0.00,428979000.00,0.00,428979000.00,264539000.00,164440000.00
,08-2202-01-113-01-S10N-41-N-V-GRANTS-IN-AID GENERAL (Salary),100000.00,7555000.00,100000.00,7555000.00,7555000.00,0.00
,08-2202-01-113-01-S10N-42-N-V-GRANTS-IN-AID GENERAL (Non-Salary),0.00,47664000.00,0.00,47664000.00,29394000.00,18270000.00
,08-2202-01-800-01-C90N-03-P-V-TRAVEL EXPENSES,100000.00,0.00,0.00,100000.00,0.00,100000.00
,08-2202-01-800-01-C90N-05-P-V-OFFICE EXPENSES,13000000.00,0.00,0.00,13000000.00,5865976.00,7134024.00
,08-2202-01-800-01-C90N-20-P-V-OTHER CHARGES,21500000.00,0.00,0.00,21500000.00,13169000.00,8331000.00
,08-2202-01-800-01-C90N-31-P-V-MACHINERY & EQUIPMENT,6000000.00,0.00,5946000.00,54000.00,54000.00,0.00
,08-2202-01-800-01-C90N-33-P-V-MATERIAL AND SUPPLY,460200000.00,0.00,24105000.00,436095000.00,390340443.00,45754557.00
,08-2202-01-800-01-C90N-65-P-V-REMUNERATION TO OUTSOURCE EMPLOYEES,4500000.00,0.00,0.00,4500000.00,4000000.00,500000.00
,08-2202-01-800-01-C90N-99-P-V-HONORARIUM,128500000.00,0.00,0.00,128500000.00,72473486.00,56026514.00
,08-2202-01-800-01-S00N-05-N-V-OFFICE EXPENSES,0.00,12576000.00,0.00,12576000.00,12374626.00,201374.00
,08-2202-01-800-01-S00N-99-N-V-HONORARIUM,121900000.00,132556000.00,0.00,254456000.00,251483313.00,2972687.00
,08-2202-01-800-01-S10N-31-N-V-MACHINERY & EQUIPMENT,0.00,6000.00,0.00,6000.00,6000.00,0.00
,08-2202-01-800-01-S10N-33-P-V-MATERIAL AND SUPPLY,44800000.00,0.00,0.00,44800000.00,39873783.00,4926217.00
,08-2202-01-800-01-S10N-99-P-V-HONORARIUM,18000000.00,0.00,3340000.00,14660000.00,9494448.00,5165552.00
,08-2202-01-800-05-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),50000000.00,0.00,8228000.00,41772000.00,41185273.00,586727.00
,08-2202-01-800-06-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),162700000.00,0.00,12000.00,162688000.00,156020449.00,6667551.00
,08-2202-02-001-01-S00N-01-N-V-SALARIES,216936000.00,0.00,20000000.00,196936000.00,172580896.00,24355104.00
,08-2202-02-001-01-S00N-02-N-V-WAGES,130000.00,200000.00,0.00,330000.00,217650.00,112350.00
,08-2202-02-001-01-S00N-03-N-V-TRAVEL EXPENSES,300000.00,0.00,0.00,300000.00,42794.00,257206.00
,08-2202-02-001-01-S00N-05-N-V-OFFICE EXPENSES,3465000.00,0.00,0.00,3465000.00,3464159.00,841.00
,08-2202-02-001-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,1818000.00,0.00,0.00,1818000.00,1652660.00,165340.00
,"08-2202-02-001-01-S00N-07-N-V-RENT, RATES & TAXES",105000.00,0.00,0.00,105000.00,18379.00,86621.00
,08-2202-02-001-01-S00N-10-N-V-HOSPITALITY & ENT.EXPENSES,228000.00,0.00,0.00,228000.00,222558.00,5442.00
,08-2202-02-001-01-S00N-20-N-V-OTHER CHARGES,100000.00,0.00,0.00,100000.00,27016.00,72984.00
,08-2202-02-001-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,0.00,1000.00,0.00,1000.00
,08-2202-02-001-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),2588000.00,1800000.00,0.00,4388000.00,4324987.00,63013.00
,08-2202-02-001-01-S00N-64-N-V-TRANSFER EXPENSES,25000.00,0.00,0.00,25000.00,8852.00,16148.00
,08-2202-02-001-01-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,557000.00,0.00,0.00,557000.00,550472.00,6528.00
,08-2202-02-101-01-S00N-01-N-V-SALARIES,199162000.00,0.00,10000000.00,189162000.00,167455454.00,21706546.00
,08-2202-02-101-01-S00N-02-N-V-WAGES,600000.00,0.00,0.00,600000.00,531733.00,68267.00
,08-2202-02-101-01-S00N-03-N-V-TRAVEL EXPENSES,480000.00,0.00,0.00,480000.00,152355.00,327645.00
,08-2202-02-101-01-S00N-05-N-V-OFFICE EXPENSES,3465000.00,0.00,0.00,3465000.00,3325545.00,139455.00
,08-2202-02-101-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,1600000.00,1000000.00,0.00,2600000.00,2525954.00,74046.00
,"08-2202-02-101-01-S00N-07-N-V-RENT, RATES & TAXES",10000.00,0.00,0.00,10000.00,8886.00,1114.00
,08-2202-02-101-01-S00N-27-N-V-MOTOR VEHICLES (Purchase),1000.00,0.00,0.00,1000.00,0.00,1000.00
,08-2202-02-101-01-S00N-30-N-V-MOTOR VEHICLES (OUTSOURCED VEHICLES/POL/Repairs),3965000.00,2050000.00,0.00,6015000.00,5935455.00,79545.00
,08-2202-02-101-01-S00N-64-N-V-TRANSFER EXPENSES,30000.00,0.00,0.00,30000.00,2437.00,27563.00
,08-2202-02-109-01-S00N-01-N-V-SALARIES,24213733000.00,0.00,1037000000.00,23176733000.00,21176997637.00,1999735363.00
,08-2202-02-109-01-S00N-02-N-V-WAGES,40000000.00,0.00,0.00,40000000.00,30784357.00,9215643.00
,08-2202-02-109-01-S00N-03-N-V-TRAVEL EXPENSES,21502000.00,0.00,0.00,21502000.00,6966309.00,14535691.00
,08-2202-02-109-01-S00N-05-N-V-OFFICE EXPENSES,53686000.00,0.00,0.00,53686000.00,47083314.00,6602686.00
,08-2202-02-109-01-S00N-06-N-V-MEDICAL REIMBURSEMENT,78645000.00,30000000.00,0.00,108645000.00,98662635.00,9982365.00
,"08-2202-02-109-01-S00N-07-N-V-RENT, RATES & TAXES",8482000.00,7500000.00,0.00,15982000.00,15892911.00,89089.00
,08-2202-02-109-01-S00N-15-N-V-TRAINING,3507000.00,0.00,0.00,3507000.00,287440.00,3219560.00
,08-2202-02-109-01-S00N-20-N-V-OTHER CHARGES,10000000.00,0.00,7650000.00,2350000.00,2391761.00,-41761.00
,08-2202-02-109-01-S00N-31-N-V-MACHINERY & EQUIPMENT,5000000.00,0.00,0.00,5000000.00,4824805.00,175195.00
,08-2202-02-109-01-S00N-33-N-V-MATERIAL AND SUPPLY,126292000.00,0.00,0.00,126292000.00,125202378.00,1089622.00
,"08-2202-02-109-01-S00N-40-N-V-SCHOLARSHIPS,STIPENDS&CONCESS.",85000000.00,0.00,21700000.00,63300000.00,63300000.00,0.00
,08-2202-02-109-01-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),1000.00,0.00,1000.00,0.00,0.00,0.00
,08-2202-02-109-01-S00N-64-N-V-TRANSFER EXPENSES,840000.00,0.00,0.00,840000.00,627481.00,212519.00
,08-2202-02-109-01-S00N-65-N-V-REMUNERATION TO OUTSOURCE EMPLOYEES,220000000.00,40000000.00,0.00,260000000.00,259890001.00,109999.00
,08-2202-02-109-20-S00N-41-N-V-GRANTS-IN-AID GENERAL (Salary),105000000.00,18000000.00,0.00,123000000.00,116506844.00,6493156.00
,08-2202-02-109-21-S00N-20-N-V-OTHER CHARGES,6000000.00,0.00,6000000.00,0.00,0.00,0.00
,08-2202-02-109-21-S00N-63-N-V-SUBSIDY,0.00,6000000.00,0.00,6000000.00,6000000.00,0.00
,08-2202-02-109-22-S00N-33-P-V-MATERIAL AND SUPPLY,98700000.00,0.00,0.00,98700000.00,98700000.00,0.00
,08-2202-02-109-24-S00N-20-P-V-OTHER CHARGES,329100000.00,0.00,0.00,329100000.00,329100000.00,0.00
,08-2202-02-109-25-S00N-05-P-V-OFFICE EXPENSES,6600000.00,0.00,0.00,6600000.00,6600000.00,0.00
,08-2202-02-109-27-S00N-20-N-V-OTHER CHARGES,32900000.00,0.00,0.00,32900000.00,19737700.00,13162300.00
,08-2202-02-109-29-C90N-42-P-V-GRANTS-IN-AID GENERAL (Non-Salary),1225800000.00,0.00,0.00,1225800000.00,905909000.00,319891000.00
